"Timestamp"," 1. What is your year of study? ","2. Are you a domestic or international student? (Domestic meaning you lived or resided in Canada 3+ years before starting university. International meaning you lived abroad prior to beginning university studies). ","3. Which degree are you currently pursuing?","4.  What do you identify as? (Self-Identification is voluntary and you can choose to select the option of ""I do not wish to answer"")","5. Do you identify as someone with Accessibility Needs? ","6. What is your CGPA?","7. What kind of classes are you currently attending? ","8. For in-person classes, on average, how long is your commute to UTM? (One-way)","9. The location of where I am currently living impacts my attendance for in-person class (on-campus vs. off-campus). ","10. My type of commute to school determines whether I’m more likely to attend an in-person class (Walking, Bus, Train, Car, etc.) ","11. My commute time impacts my in-person class attendance. ","12. What would be your most common reasons for skipping an in-person class? Please select your top 3.   ","13. What would be your most common reasons for skipping online classes? Please select your top 3. "," Traditional style lecture (professor teaching material through educational talk, slides, and physical examples)  ","Hybrid style lecture including collaborative group work and presentations","Live Lectures (Synchronous) ","Recorded lectures with Office Hours (Asynchronous) ","14. On average, for a particular course in each semester how often do you say you skip (online or in-person) classes? ","15. Which classes based on Eastern Time are you more likely to skip?","16. Are you more likely to attend class (online or in-person) if the professor requires mandatory participation during lecture (class discussions, quizzes using software such as Quercus, TopHat, etc.)?  ","18. Do you feel your attendance affects your overall CGPA? ","19. Generally, do you classify yourself as one who attends or skips class? "
"2021/02/11 6:41:33 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","2","4","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 6:51:08 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","4","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/11 6:59:00 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","3","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 6:59:03 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","A combination of online and in person courses","61-90 min","Agree","Agree","Agree","Time of Class;Duration of Commute;COVID-19 precautions (cases going up, risk of infection, etc.)","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);To Work","4","1","3","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 7:12:01 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","2","4","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 7:13:44 PM AST","First","Domestic","Bachelor of Commerce","Male","No","1.5 - 1.99","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","2","3","1","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 7:19:50 PM AST","Second","Domestic","Honours Bachelor of Science","Female","Yes","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","4","1","1","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 7:54:05 PM AST","First","International","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;Poor sleep habits","3","2","2","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 8:01:50 PM AST","Second","Domestic","Honours Bachelor of Science","Female","Yes","3.0 - 3.49","Only online courses","","","","","","Accessibility Needs;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","1","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 8:42:46 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method","1","2","3","4","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/11 9:08:11 PM AST","More than 4","Domestic","Honours Bachelor of Science","Other","Yes","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","4","1","3","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 9:27:11 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","4","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/11 9:38:48 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","1","3","4","Frequently (75% of the time)","Morning (7:00am – 11:59am)","No","Yes","Skip"
"2021/02/11 9:40:04 PM AST","First","International","Honours Bachelor of Arts","Male","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","1","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 9:46:35 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","3","3","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/11 9:46:54 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","4","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/11 10:00:56 PM AST","First","Domestic","Bachelor of Commerce","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","2","1","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/11 11:09:04 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Poor sleep habits","1","4","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/11 11:36:42 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method;Easy to use external resources if needed (Internet, friends, etc.);Prefer to watch at my own time rather than a scheduled time","4","1","2","4","Frequently (75% of the time)","Morning (7:00am – 11:59am)","No","No","Skip"
"2021/02/11 11:47:31 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.)","4","3","3","2","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 12:04:20 AM AST","Second","Domestic","Honours Bachelor of Arts","Male","Yes","3.0 - 3.49","Only online courses","","","","","","Accessibility Needs;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","2","2","3","3","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 12:24:28 AM AST","Second","International","Honours Bachelor of Science","Male","I do not wish to answer","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Poor sleep habits","3","1","3","4","Frequently (75% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Skip"
"2021/02/12 12:37:01 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","1","3","2","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 12:42:25 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Technical issues (connection, equipment, etc.)","4","2","4","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 12:56:51 AM AST","Third","Domestic","Honours Bachelor of Science","Female","Yes","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","2","3","2","3","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/12 12:59:59 AM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.)","3","1","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 1:04:17 AM AST","Second","Domestic","Honours Bachelor of Science","Female","Yes","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","3","3","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 1:27:38 AM AST","First","International","Honours Bachelor of Arts","Male","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","Time of Class as per your time zone;General sickness (headaches, cold, fever, etc.)","2","1","2","1","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/12 1:44:22 AM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","2","3","3","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 1:56:31 AM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","Yes","2.0 - 2.99","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.);Attend to kids","4","2","4","2","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","No","Yes","Attend"
"2021/02/12 3:16:16 AM AST","Second","International","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.)","1","3","1","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 3:55:54 AM AST","First","Domestic","Honours Bachelor of Science","I do not wish to answer","No","Prefer not to answer","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","3","4","4","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 4:15:03 AM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Poor sleep habits","3","2","2","2","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","No","No","Skip"
"2021/02/12 5:26:36 AM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;access to lecture recordings","4","1","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 9:24:16 AM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment)","4","3","4","3","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Attend"
"2021/02/12 10:36:41 AM AST","Fourth","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Watch recording of classes later, rather than attending synchronized allows me to pause the lessons so I can take notes as I like, better notes.. ","4","1","1","4","Never","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/12 10:37:09 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","2","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 10:46:12 AM AST","Third","International","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Technical issues (connection, equipment, etc.)","1","1","1","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 10:51:17 AM AST","Second","International","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","3","2","4","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","No","Yes","Skip"
"2021/02/12 11:04:34 AM AST","First","International","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment)","3","4","1","4","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/12 11:05:08 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","1","1","4","Sometimes (50% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Skip"
"2021/02/12 11:24:37 AM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","2","2","4","N/A (all classes are asynchronous)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 11:56:20 AM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","1","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 11:57:06 AM AST","Third","Domestic","Honours Bachelor of Arts","I do not wish to answer","Yes","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Accessibility Needs;Mental health as a result of COVID-19 (stress, etc.)","3","3","3","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 12:18:41 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","4","1","4","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","Yes","Attend"
"2021/02/12 12:36:02 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;Dislike of teaching method;Technical issues (connection, equipment, etc.)","1","4","1","3","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 12:47:58 PM AST","Third","Domestic","Honours Bachelor of Science","Female","Yes","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","2","3","2","3","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/12 12:58:10 PM AST","First","Domestic","Honours Bachelor of Science","Female","Yes","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;General sickness (headaches, cold, fever, etc.)","3","2","3","3","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/12 1:03:32 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","2","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 1:26:43 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","1","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 1:27:25 PM AST","Third","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;mental health problems in general, not only related to COVID","1","2","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 1:35:17 PM AST","Third","Domestic","Honours Bachelor of Science","Female","I do not wish to answer","1.5 - 1.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.)","1","4","3","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","No","Yes","Attend"
"2021/02/12 1:38:37 PM AST","Second","International","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","4","1","3","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/12 1:38:42 PM AST","Second","International","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","4","1","3","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/12 1:46:42 PM AST","Third","International","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","3","2","3","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 2:06:24 PM AST","Fourth","Domestic","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Accessibility Needs;Technical issues (connection, equipment, etc.)","1","1","1","2","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/12 2:18:22 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","To Work;Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","3","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 2:20:51 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","2","4","1","Sometimes (50% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/12 2:22:28 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","A combination of online and in person courses","15-30 min","No Opinion","Agree","Disagree","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits","4","2","4","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 2:36:03 PM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","1","4","2","3","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/12 2:40:51 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Technical issues (connection, equipment, etc.)","1","4","2","3","Never","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 3:05:05 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","I do not wish to answer","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Sometimes I forget","3","4","3","3","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","No","Yes","Attend"
"2021/02/12 3:16:29 PM AST","More than 4","International","Honours Bachelor of Arts","Female","I do not wish to answer","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.)","3","3","3","3","Never","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/12 3:48:03 PM AST","Second","International","Honours Bachelor of Arts","Female","Yes","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.)","3","2","2","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","No","Yes","Attend"
"2021/02/12 4:00:32 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","1","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 4:03:09 PM AST","More than 4","Domestic","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);Absence of motivation","4","1","3","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 4:39:41 PM AST","First","International","Bachelor of Commerce","Female","Yes","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Accessibility Needs","4","4","4","4","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 5:19:39 PM AST","More than 4","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","2","1","4","4","Frequently (75% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Skip"
"2021/02/12 5:42:51 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","4","4","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 5:49:18 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Work;Technical issues (connection, equipment, etc.);never fully miss classes, will delay watching recorded lectures when workload does not permit watching them promptly","1","2","4","3","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 6:19:56 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","2","4","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 6:22:50 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits","2","3","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 6:27:04 PM AST","First","International","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","3","2","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 6:52:05 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Easy to use external resources if needed (Internet, friends, etc.)","2","1","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 7:00:29 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Poor sleep habits","2","4","3","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/12 8:44:12 PM AST","Second","International","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.)","1","3","1","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 9:34:17 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","1","1","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 10:52:50 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","3","4","4","1","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/12 10:56:50 PM AST","Second","International","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.)","2","3","1","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 11:10:37 PM AST","First","Domestic","Honours Bachelor of Science","I do not wish to answer","I do not wish to answer","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment)","3","4","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/12 11:18:37 PM AST","First","Domestic","Honours Bachelor of Science","Female","I do not wish to answer","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);generally most classes are recorded so i prefer to rewatch them at night especially when i have other assignment or tests to complete","4","2","3","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
